,代码,名称,接待机构数量,接待日期,公告日期
518,688293,奥浦迈,5,2023-07-11,2023-07-28
519,301153,中科江南,4,2023-07-28,2023-07-28
520,002930,宏川智慧,4,2023-07-27,2023-07-28
521,300962,中金辐照,4,2023-07-27,2023-07-28
522,688511,天微电子,4,2023-07-19,2023-07-28
523,002006,精工科技,3,2023-07-27,2023-07-28
524,002483,润邦股份,3,2023-07-27,2023-07-28
525,002870,香山股份,3,2023-07-27,2023-07-28
526,003031,中瓷电子,3,2023-07-25,2023-07-28
527,002169,智光电气,3,2023-07-11,2023-07-28
528,688455,科捷智能,3,2023-07-01,2023-07-28
529,603272,联翔股份,3,2023-06-01,2023-07-28
530,002594,比亚迪,2,2023-07-28,2023-07-28
531,002463,沪电股份,2,2023-07-27,2023-07-28
532,300969,恒帅股份,2,2023-07-27,2023-07-28
533,831832,科达自控,2,2023-07-27,2023-07-28
534,301153,中科江南,2,2023-07-26,2023-07-28
535,836270,天铭科技,2,2023-07-26,2023-07-28
536,688293,奥浦迈,2,2023-07-13,2023-07-28
537,002135,东南网架,1,2023-07-28,2023-07-28
538,002463,沪电股份,1,2023-07-28,2023-07-28
539,300239,东宝生物,1,2023-07-28,2023-07-28
540,300557,理工光科,1,2023-07-28,2023-07-28
541,688566,吉贝尔,1,2023-07-28,2023-07-28
542,002060,粤水电,1,2023-07-27,2023-07-28
543,002656,ST摩登,1,2023-07-27,2023-07-28
544,002750,龙津药业,1,2023-07-27,2023-07-28
545,300259,新天科技,1,2023-07-27,2023-07-28
546,300819,聚杰微纤,1,2023-07-27,2023-07-28
547,301198,喜悦智行,1,2023-07-26,2023-07-28
548,000920,沃顿科技,1,2023-07-20,2023-07-28
549,688305,科德数控,343,2023-07-18,2023-07-27
550,600745,闻泰科技,161,2023-07-23,2023-07-27
551,601231,环旭电子,134,2023-07-26,2023-07-27
552,688376,美埃科技,111,2023-05-01,2023-07-27
553,688305,科德数控,66,2023-07-10,2023-07-27
554,002315,焦点科技,62,2023-07-26,2023-07-27
555,603191,望变电气,53,2023-07-12,2023-07-27
556,603661,恒林股份,53,2023-06-01,2023-07-27
557,600363,联创光电,52,2023-07-26,2023-07-27
558,833394,民士达,45,2023-07-25,2023-07-27
559,300534,陇神戎发,42,2023-07-26,2023-07-27
560,688049,炬芯科技,33,2023-06-01,2023-07-27
561,002273,水晶光电,25,2023-07-25,2023-07-27
562,300663,科蓝软件,24,2023-07-25,2023-07-27
563,000539,粤电力A,22,2023-07-18,2023-07-27
564,300590,移为通信,20,2023-07-27,2023-07-27
565,000039,中集集团,20,2023-07-25,2023-07-27
566,301293,三博脑科,16,2023-07-26,2023-07-27
567,301091,深城交,13,2023-07-25,2023-07-27
568,002463,沪电股份,11,2023-07-26,2023-07-27
569,603757,大元泵业,11,2023-07-24,2023-07-27
570,002969,嘉美包装,10,2023-07-26,2023-07-27
571,000422,湖北宜化,8,2023-07-14,2023-07-27
572,688305,科德数控,8,2023-06-13,2023-07-27
573,002372,伟星新材,6,2023-07-25,2023-07-27
574,300707,威唐工业,4,2023-07-27,2023-07-27
575,600320,振华重工,4,2023-07-27,2023-07-27
576,600850,电科数字,4,2023-07-05,2023-07-27
577,688480,赛恩斯,4,2023-07-05,2023-07-27
578,000700,模塑科技,3,2023-07-27,2023-07-27
579,002594,比亚迪,3,2023-07-26,2023-07-27
580,002730,电光科技,3,2023-07-26,2023-07-27
581,000700,模塑科技,3,2023-07-25,2023-07-27
582,000050,深天马A,3,2023-07-19,2023-07-27
583,688305,科德数控,3,2023-07-11,2023-07-27
584,688480,赛恩斯,3,2023-07-10,2023-07-27
585,000055,方大集团,2,2023-07-26,2023-07-27
586,002035,华帝股份,2,2023-07-26,2023-07-27
587,002358,森源电气,2,2023-07-26,2023-07-27
588,600163,中闽能源,2,2023-07-25,2023-07-27
589,000700,模塑科技,2,2023-07-11,2023-07-27
590,688305,科德数控,2,2023-07-07,2023-07-27
591,000700,模塑科技,2,2023-07-06,2023-07-27
592,000530,冰山冷热,1,2023-07-27,2023-07-27
593,002594,比亚迪,1,2023-07-27,2023-07-27
594,301127,天源环保,1,2023-07-27,2023-07-27
595,301366,一博科技,1,2023-07-27,2023-07-27
596,688305,科德数控,1,2023-07-27,2023-07-27
597,000050,深天马A,1,2023-07-20,2023-07-27
598,688305,科德数控,1,2023-07-12,2023-07-27
599,000700,模塑科技,1,2023-07-05,2023-07-27
600,300118,东方日升,48,2023-07-25,2023-07-26
601,000962,东方钽业,44,2023-07-25,2023-07-26
602,430564,天润科技,33,2023-07-24,2023-07-26
603,300505,川金诺,31,2023-07-21,2023-07-26
604,688139,海尔生物,23,2023-07-06,2023-07-26
605,838402,硅烷科技,22,2023-07-24,2023-07-26
606,688088,虹软科技,22,2023-06-27,2023-07-26
607,600380,健康元,21,2023-07-25,2023-07-26
608,600096,云天化,10,2023-07-25,2023-07-26
609,300008,天海防务,10,2023-07-24,2023-07-26
610,002937,兴瑞科技,9,2023-07-26,2023-07-26
611,002654,万润科技,9,2023-07-25,2023-07-26
612,301272,英华特,9,2023-07-25,2023-07-26
613,301272,英华特,9,2023-07-24,2023-07-26
614,688469,中芯集成,8,2023-07-24,2023-07-26
615,000538,云南白药,6,2023-07-25,2023-07-26
616,301378,通达海,5,2023-07-26,2023-07-26
617,000055,方大集团,5,2023-07-24,2023-07-26
618,600186,莲花健康,4,2023-07-25,2023-07-26
619,001316,润贝航科,4,2023-07-12,2023-07-26
620,002639,雪人股份,3,2023-07-12,2023-07-26
621,688151,华强科技,3,2023-07-04,2023-07-26
622,002930,宏川智慧,2,2023-07-25,2023-07-26
623,688030,山石网科,2,2023-07-25,2023-07-26
624,834062,科润智控,2,2023-07-25,2023-07-26
625,300428,立中集团,1,2023-07-26,2023-07-26
626,836149,旭杰科技,1,2023-07-26,2023-07-26
627,300750,宁德时代,1,2023-07-25,2023-07-26
628,300848,美瑞新材,1,2023-07-25,2023-07-26
629,002929,润建股份,1,2023-07-24,2023-07-26
630,601108,财通证券,1,2023-07-24,2023-07-26
631,600380,健康元,1,2023-07-21,2023-07-26
632,601108,财通证券,1,2023-07-20,2023-07-26
633,688030,山石网科,1,2023-07-20,2023-07-26
634,601108,财通证券,1,2023-07-12,2023-07-26
635,688072,拓荆科技,208,2023-05-01,2023-07-25
636,301349,信德新材,188,2023-07-21,2023-07-25
637,688659,元琛科技,108,2023-07-21,2023-07-25
638,688539,高华科技,67,2023-06-29,2023-07-25
639,002612,朗姿股份,58,2023-07-24,2023-07-25
640,301308,江波龙,58,2023-07-21,2023-07-25
641,300124,汇川技术,44,2023-07-11,2023-07-25
642,002970,锐明技术,33,2023-07-17,2023-07-25
643,301022,海泰科,22,2023-07-25,2023-07-25
644,000893,亚钾国际,20,2023-07-20,2023-07-25
645,002051,中工国际,15,2023-07-21,2023-07-25
646,601128,常熟银行,11,2023-07-18,2023-07-25
647,002860,星帅尔,10,2023-07-25,2023-07-25
648,002488,金固股份,10,2023-07-24,2023-07-25
649,301098,金埔园林,10,2023-07-24,2023-07-25
650,601128,常熟银行,10,2023-07-19,2023-07-25
651,601528,瑞丰银行,9,2023-07-21,2023-07-25
652,002918,蒙娜丽莎,8,2023-07-25,2023-07-25
653,002284,亚太股份,8,2023-07-21,2023-07-25
654,601528,瑞丰银行,8,2023-07-19,2023-07-25
655,601528,瑞丰银行,8,2023-07-07,2023-07-25
656,002250,联化科技,7,2023-07-24,2023-07-25
657,002463,沪电股份,7,2023-07-24,2023-07-25
658,002510,天汽模,7,2023-07-24,2023-07-25
659,002993,奥海科技,7,2023-07-19,2023-07-25
660,002197,证通电子,6,2023-07-24,2023-07-25
661,300375,鹏翎股份,6,2023-07-21,2023-07-25
662,601128,常熟银行,5,2023-07-05,2023-07-25
663,002079,苏州固锝,4,2023-07-24,2023-07-25
664,688665,四方光电,4,2023-06-30,2023-07-25
665,688665,四方光电,4,2023-06-28,2023-07-25
666,688665,四方光电,4,2023-06-16,2023-07-25
667,688665,四方光电,4,2023-06-15,2023-07-25
668,000530,冰山冷热,3,2023-07-25,2023-07-25
669,000417,合肥百货,3,2023-07-24,2023-07-25
670,300470,中密控股,3,2023-07-24,2023-07-25
671,002249,大洋电机,3,2023-07-21,2023-07-25
672,601128,常熟银行,3,2023-07-20,2023-07-25
673,002896,中大力德,3,2023-07-10,2023-07-25
674,002090,金智科技,2,2023-07-25,2023-07-25
675,002896,中大力德,2,2023-07-25,2023-07-25
676,002387,维信诺,2,2023-07-24,2023-07-25
677,002497,雅化集团,2,2023-07-24,2023-07-25
678,301257,普蕊斯,2,2023-07-24,2023-07-25
679,301278,快可电子,2,2023-07-24,2023-07-25
680,301358,湖南裕能,2,2023-07-24,2023-07-25
681,300124,汇川技术,2,2023-07-14,2023-07-25
682,002896,中大力德,2,2023-07-11,2023-07-25
683,601128,常熟银行,2,2023-07-06,2023-07-25
684,688665,四方光电,2,2023-06-29,2023-07-25
685,688665,四方光电,2,2023-06-26,2023-07-25
686,000878,云南铜业,1,2023-07-24,2023-07-25
687,002152,广电运通,1,2023-07-24,2023-07-25
688,603439,贵州三力,1,2023-07-24,2023-07-25
689,002152,广电运通,1,2023-07-21,2023-07-25
690,002926,华西证券,1,2023-07-21,2023-07-25
691,601528,瑞丰银行,1,2023-07-20,2023-07-25
692,300124,汇川技术,1,2023-07-19,2023-07-25
693,002896,中大力德,1,2023-07-18,2023-07-25
694,605266,健之佳,50,2023-06-01,2023-07-24
695,301397,溯联股份,43,2023-07-20,2023-07-24
696,301307,美利信,39,2023-07-21,2023-07-24
697,603528,多伦科技,35,2023-07-03,2023-07-24
698,301108,洁雅股份,31,2023-07-21,2023-07-24
699,301177,迪阿股份,31,2023-07-14,2023-07-24
700,002843,泰嘉股份,30,2023-07-19,2023-07-24
701,002850,科达利,19,2023-07-21,2023-07-24
702,301279,金道科技,18,2023-07-21,2023-07-24
703,300587,天铁股份,15,2023-07-21,2023-07-24
704,688789,宏华数科,13,2023-06-01,2023-07-24
705,688244,永信至诚,12,2023-07-10,2023-07-24
706,300260,新莱应材,10,2023-07-21,2023-07-24
707,002996,顺博合金,10,2023-07-20,2023-07-24
708,002747,埃斯顿,9,2023-07-20,2023-07-24
709,688382,益方生物,9,2023-07-19,2023-07-24
710,001314,亿道信息,8,2023-07-24,2023-07-24
711,002669,康达新材,8,2023-07-24,2023-07-24
712,301408,华人健康,8,2023-07-21,2023-07-24
713,002867,周大生,8,2023-07-20,2023-07-24
714,600707,彩虹股份,8,2023-07-19,2023-07-24
715,001380,华纬科技,7,2023-07-21,2023-07-24
716,000623,吉林敖东,7,2023-07-20,2023-07-24
717,002158,汉钟精机,7,2023-07-13,2023-07-24
718,600268,国电南自,5,2023-07-24,2023-07-24
719,002182,云海金属,5,2023-07-21,2023-07-24
720,300757,罗博特科,5,2023-07-21,2023-07-24
721,002372,伟星新材,5,2023-07-20,2023-07-24
722,000058,深赛格,4,2023-07-21,2023-07-24
723,301062,上海艾录,4,2023-07-21,2023-07-24
724,301176,逸豪新材,4,2023-07-21,2023-07-24
725,300827,上能电气,4,2023-07-20,2023-07-24
726,603220,中贝通信,3,2023-07-21,2023-07-24
727,002030,达安基因,2,2023-07-21,2023-07-24
728,002747,埃斯顿,2,2023-07-21,2023-07-24
729,300030,阳普医疗,2,2023-07-21,2023-07-24
730,300441,鲍斯股份,2,2023-07-21,2023-07-24
731,000999,华润三九,2,2023-07-18,2023-07-24
732,002084,海鸥住工,1,2023-07-24,2023-07-24
733,688711,宏微科技,1,2023-07-24,2023-07-24
734,000060,中金岭南,1,2023-07-21,2023-07-24
735,002839,张家港行,1,2023-07-21,2023-07-24
736,870866,绿亨科技,1,2023-07-21,2023-07-24
737,002877,智能自控,1,2023-07-20,2023-07-24
738,300084,海默科技,1,2023-07-18,2023-07-24
739,300168,万达信息,101,2023-07-21,2023-07-23
740,002514,宝馨科技,4,2023-07-21,2023-07-23
741,001368,通达创智,1,2023-07-20,2023-07-23
742,300382,斯莱克,138,2023-07-18,2023-07-22
743,300151,昌红科技,27,2023-07-20,2023-07-22
744,301149,隆华新材,27,2023-06-29,2023-07-22
745,688121,卓然股份,18,2023-07-21,2023-07-22
746,301117,佳缘科技,12,2023-07-19,2023-07-22
747,001322,箭牌家居,12,2023-07-17,2023-07-22
748,301117,佳缘科技,9,2023-07-20,2023-07-22
749,301117,佳缘科技,8,2023-07-21,2023-07-22
750,300445,康斯特,6,2023-07-21,2023-07-22
751,001282,三联锻造,4,2023-07-21,2023-07-22
752,003025,思进智能,2,2023-07-21,2023-07-22
753,300867,圣元环保,1,2023-07-20,2023-07-22
754,300217,东方电热,104,2023-07-18,2023-07-21
755,688332,中科蓝讯,101,2023-07-03,2023-07-21
756,301381,赛维时代,48,2023-07-19,2023-07-21
757,300833,浩洋股份,44,2023-07-14,2023-07-21
758,300369,绿盟科技,42,2023-07-17,2023-07-21
759,001309,德明利,39,2023-07-19,2023-07-21
760,301368,丰立智能,36,2023-07-10,2023-07-21
761,688155,先惠技术,35,2023-07-14,2023-07-21
762,688218,江苏北人,34,2023-07-20,2023-07-21
763,688213,思特威,33,2023-07-01,2023-07-21
764,603569,长久物流,27,2023-07-17,2023-07-21
765,002973,侨银股份,22,2023-07-20,2023-07-21
766,300592,华凯易佰,22,2023-07-19,2023-07-21
767,688217,睿昂基因,22,2023-06-28,2023-07-21
768,300303,聚飞光电,19,2023-07-20,2023-07-21
769,000777,中核科技,17,2023-07-20,2023-07-21
770,002463,沪电股份,16,2023-07-20,2023-07-21
771,002567,唐人神,16,2023-07-18,2023-07-21
772,002916,深南电路,14,2023-07-20,2023-07-21
773,301153,中科江南,14,2023-07-18,2023-07-21
774,688418,震有科技,14,2023-07-03,2023-07-21
775,300360,炬华科技,13,2023-07-20,2023-07-21
776,000625,长安汽车,12,2023-07-20,2023-07-21
777,300572,安车检测,11,2023-07-20,2023-07-21
778,603886,元祖股份,11,2023-04-28,2023-07-21
779,300101,振芯科技,10,2023-07-20,2023-07-21
780,300993,玉马遮阳,10,2023-07-20,2023-07-21
781,603033,三维股份,10,2023-07-20,2023-07-21
782,688282,理工导航,10,2023-06-07,2023-07-21
783,603898,好莱客,8,2023-07-20,2023-07-21
784,000409,云鼎科技,7,2023-07-19,2023-07-21
785,600995,南网储能,7,2023-07-04,2023-07-21
786,688503,聚和材料,7,2023-06-01,2023-07-21
787,002139,拓邦股份,6,2023-07-20,2023-07-21
788,002334,英威腾,6,2023-07-20,2023-07-21
789,603757,大元泵业,6,2023-07-19,2023-07-21
790,300397,天和防务,5,2023-07-21,2023-07-21
791,002153,石基信息,5,2023-07-19,2023-07-21
792,300217,东方电热,5,2023-07-19,2023-07-21
793,002202,金风科技,4,2023-07-21,2023-07-21
794,002594,比亚迪,4,2023-07-21,2023-07-21
795,301293,三博脑科,4,2023-07-19,2023-07-21
796,688209,英集芯,4,2023-07-19,2023-07-21
797,600995,南网储能,4,2023-07-18,2023-07-21
798,000950,重药控股,4,2023-07-17,2023-07-21
799,688282,理工导航,4,2023-07-14,2023-07-21
800,688282,理工导航,4,2023-07-06,2023-07-21
801,002930,宏川智慧,3,2023-07-21,2023-07-21
802,002428,云南锗业,3,2023-07-20,2023-07-21
803,301185,鸥玛软件,3,2023-07-20,2023-07-21
804,002166,莱茵生物,3,2023-07-19,2023-07-21
805,833171,国航远洋,3,2023-07-19,2023-07-21
806,600995,南网储能,3,2023-06-27,2023-07-21
807,000530,冰山冷热,2,2023-07-21,2023-07-21
808,000625,长安汽车,2,2023-07-21,2023-07-21
809,002463,沪电股份,2,2023-07-21,2023-07-21
810,000761,本钢板材,2,2023-07-20,2023-07-21
811,301255,通力科技,2,2023-07-20,2023-07-21
812,002092,中泰化学,2,2023-07-19,2023-07-21
813,002139,拓邦股份,2,2023-07-19,2023-07-21
814,002334,英威腾,2,2023-07-18,2023-07-21
815,300217,东方电热,2,2023-07-17,2023-07-21
816,688282,理工导航,2,2023-07-12,2023-07-21
817,600995,南网储能,2,2023-07-06,2023-07-21
818,600995,南网储能,2,2023-06-20,2023-07-21
819,002937,兴瑞科技,1,2023-07-21,2023-07-21
820,002275,桂林三金,1,2023-07-20,2023-07-21
821,300004,南风股份,1,2023-07-20,2023-07-21
822,300838,浙江力诺,1,2023-07-20,2023-07-21
823,300948,冠中生态,1,2023-07-20,2023-07-21
824,301323,新莱福,1,2023-07-20,2023-07-21
825,601665,齐鲁银行,1,2023-07-20,2023-07-21
826,000557,西部创业,1,2023-07-19,2023-07-21
827,002877,智能自控,1,2023-07-19,2023-07-21
828,300993,玉马遮阳,1,2023-07-19,2023-07-21
829,835305,云创数据,1,2023-07-19,2023-07-21
830,000761,本钢板材,1,2023-07-18,2023-07-21
831,300993,玉马遮阳,1,2023-07-18,2023-07-21
832,000725,京东方A,1,2023-07-17,2023-07-21
833,600995,南网储能,1,2023-07-12,2023-07-21
834,600995,南网储能,1,2023-07-11,2023-07-21
835,688282,理工导航,1,2023-06-09,2023-07-21
836,000725,京东方A,173,2023-07-16,2023-07-20
837,603567,珍宝岛,157,2023-07-18,2023-07-20
838,300861,美畅股份,133,2023-07-18,2023-07-20
839,300820,英杰电气,113,2023-07-18,2023-07-20
840,002867,周大生,102,2023-07-17,2023-07-20
841,000913,钱江摩托,84,2023-07-20,2023-07-20
842,301376,致欧科技,23,2023-07-12,2023-07-20
843,301376,致欧科技,22,2023-07-18,2023-07-20
844,688507,索辰科技,22,2023-06-20,2023-07-20
845,300224,正海磁材,21,2023-07-19,2023-07-20
846,002237,恒邦股份,18,2023-07-19,2023-07-20
847,300459,汤姆猫,18,2023-07-18,2023-07-20
848,002463,沪电股份,16,2023-07-19,2023-07-20
849,300678,中科信息,15,2023-07-18,2023-07-20
850,301002,崧盛股份,12,2023-07-20,2023-07-20
851,002156,通富微电,11,2023-07-20,2023-07-20
852,002877,智能自控,11,2023-07-18,2023-07-20
853,301266,宇邦新材,10,2023-07-18,2023-07-20
854,600478,科力远,9,2023-07-19,2023-07-20
855,603055,台华新材,9,2023-07-19,2023-07-20
856,301376,致欧科技,8,2023-07-13,2023-07-20
857,603776,永安行,8,2023-07-07,2023-07-20
858,688173,希荻微,8,2023-06-12,2023-07-20
859,002585,双星新材,7,2023-07-19,2023-07-20
860,300969,恒帅股份,7,2023-07-17,2023-07-20
861,000156,华数传媒,6,2023-07-19,2023-07-20
862,002258,利尔化学,5,2023-07-19,2023-07-20
863,002839,张家港行,5,2023-07-19,2023-07-20
864,002116,中国海诚,5,2023-07-18,2023-07-20
865,688288,鸿泉物联,5,2023-06-28,2023-07-20
866,002448,中原内配,4,2023-07-20,2023-07-20
867,688173,希荻微,4,2023-06-13,2023-07-20
868,002930,宏川智慧,3,2023-07-19,2023-07-20
869,300470,中密控股,3,2023-07-19,2023-07-20
870,301062,上海艾录,3,2023-07-19,2023-07-20
871,603338,浙江鼎力,3,2023-07-19,2023-07-20
872,838971,天马新材,3,2023-07-18,2023-07-20
873,301215,中汽股份,3,2023-07-12,2023-07-20
874,301376,致欧科技,3,2023-07-11,2023-07-20
875,688416,恒烁股份,3,2023-07-07,2023-07-20
876,002594,比亚迪,2,2023-07-20,2023-07-20
877,000623,吉林敖东,2,2023-07-19,2023-07-20
878,002452,长高电新,2,2023-07-19,2023-07-20
879,002594,比亚迪,2,2023-07-19,2023-07-20
880,300015,爱尔眼科,2,2023-07-19,2023-07-20
881,301137,哈焊华通,2,2023-07-19,2023-07-20
882,002284,亚太股份,2,2023-07-18,2023-07-20
883,688401,路维光电,2,2023-07-13,2023-07-20
884,000729,燕京啤酒,1,2023-07-20,2023-07-20
885,002367,康力电梯,1,2023-07-19,2023-07-20
886,002514,宝馨科技,1,2023-07-19,2023-07-20
887,301378,通达海,1,2023-07-19,2023-07-20
888,688288,鸿泉物联,1,2023-07-18,2023-07-20
889,000725,京东方A,1,2023-07-14,2023-07-20
890,688288,鸿泉物联,1,2023-07-14,2023-07-20
891,000725,京东方A,1,2023-07-13,2023-07-20
892,000725,京东方A,1,2023-07-12,2023-07-20
893,688288,鸿泉物联,1,2023-06-27,2023-07-20
894,300092,科新机电,128,2023-07-16,2023-07-19
895,300708,聚灿光电,94,2023-07-19,2023-07-19
896,301345,涛涛车业,69,2023-07-18,2023-07-19
897,603300,华铁应急,64,2023-05-01,2023-07-19
898,600905,三峡能源,58,2023-01-01,2023-07-19
899,301227,森鹰窗业,52,2023-07-17,2023-07-19
900,002415,海康威视,41,2023-06-28,2023-07-19
901,301227,森鹰窗业,25,2023-07-15,2023-07-19
902,000625,长安汽车,21,2023-07-19,2023-07-19
903,300093,金刚光伏,17,2023-07-19,2023-07-19
904,301191,菲菱科思,15,2023-07-18,2023-07-19
905,002859,洁美科技,13,2023-07-19,2023-07-19
906,688259,创耀科技,12,2023-06-14,2023-07-19
907,002430,杭氧股份,10,2023-07-17,2023-07-19
908,301387,光大同创,10,2023-07-17,2023-07-19
909,002664,信质集团,9,2023-07-19,2023-07-19
910,688106,金宏气体,9,2023-07-01,2023-07-19
911,002859,洁美科技,8,2023-07-18,2023-07-19
912,300249,依米康,7,2023-07-18,2023-07-19
913,605488,福莱新材,7,2023-07-18,2023-07-19
914,002378,章源钨业,6,2023-07-17,2023-07-19
915,300707,威唐工业,5,2023-07-19,2023-07-19
916,000685,中山公用,5,2023-07-18,2023-07-19
917,002463,沪电股份,5,2023-07-18,2023-07-19
918,300928,华安鑫创,5,2023-07-14,2023-07-19
919,001282,三联锻造,4,2023-07-19,2023-07-19
920,301168,通灵股份,4,2023-07-18,2023-07-19
921,002115,三维通信,3,2023-07-18,2023-07-19
922,002930,宏川智慧,3,2023-07-18,2023-07-19
923,003018,金富科技,3,2023-07-18,2023-07-19
924,839680,广道数字,3,2023-07-18,2023-07-19
925,000530,冰山冷热,2,2023-07-19,2023-07-19
926,000878,云南铜业,2,2023-07-19,2023-07-19
927,002860,星帅尔,2,2023-07-19,2023-07-19
928,000061,农产品,2,2023-07-18,2023-07-19
929,300070,碧水源,2,2023-07-18,2023-07-19
930,300636,同和药业,2,2023-07-18,2023-07-19
931,301090,华润材料,2,2023-07-18,2023-07-19
932,301280,珠城科技,2,2023-07-18,2023-07-19
933,000833,粤桂股份,2,2023-07-17,2023-07-19
934,300261,雅本化学,2,2023-07-17,2023-07-19
935,000978,桂林旅游,1,2023-07-19,2023-07-19
936,300651,金陵体育,1,2023-07-19,2023-07-19
937,301396,宏景科技,1,2023-07-19,2023-07-19
938,000525,ST红太阳,1,2023-07-18,2023-07-19
939,000589,贵州轮胎,1,2023-07-18,2023-07-19
