,代码,名称,接待机构数量,接待日期,公告日期
18508,300474,景嘉微,69,2022-10-28,2022-10-31
18509,002600,领益智造,68,2022-10-29,2022-10-31
18510,002402,和而泰,62,2022-10-30,2022-10-31
18511,300308,中际旭创,62,2022-10-30,2022-10-31
18512,002851,麦格米特,61,2022-10-29,2022-10-31
18513,301219,腾远钴业,61,2022-10-26,2022-10-31
18514,300793,佳禾智能,60,2022-10-28,2022-10-31
18515,001323,慕思股份,58,2022-10-28,2022-10-31
18516,300348,长亮科技,58,2022-10-28,2022-10-31
18517,002262,恩华药业,57,2022-10-28,2022-10-31
18518,300709,精研科技,56,2022-10-27,2022-10-31
18519,300662,科锐国际,55,2022-10-28,2022-10-31
18520,300873,海晨股份,54,2022-10-25,2022-10-31
18521,000970,中科三环,53,2022-10-27,2022-10-31
18522,002903,宇环数控,51,2022-10-28,2022-10-31
18523,605018,长华集团,51,2022-10-28,2022-10-31
18524,002405,四维图新,48,2022-10-31,2022-10-31
18525,300440,运达科技,45,2022-10-28,2022-10-31
18526,002438,江苏神通,44,2022-10-28,2022-10-31
18527,603848,好太太,44,2022-10-28,2022-10-31
18528,300616,尚品宅配,44,2022-10-27,2022-10-31
18529,603800,道森股份,43,2022-09-01,2022-10-31
18530,688109,品茗科技,42,2022-10-25,2022-10-31
18531,002745,木林森,41,2022-10-28,2022-10-31
18532,605296,神农集团,41,2022-10-27,2022-10-31
18533,000681,视觉中国,40,2022-10-31,2022-10-31
18534,000672,上峰水泥,40,2022-10-27,2022-10-31
18535,600114,东睦股份,38,2022-10-30,2022-10-31
18536,002966,苏州银行,37,2022-10-28,2022-10-31
18537,300613,富瀚微,37,2022-10-28,2022-10-31
18538,688052,纳芯微,36,2022-10-29,2022-10-31
18539,002292,奥飞娱乐,36,2022-10-28,2022-10-31
18540,002345,潮宏基,36,2022-10-28,2022-10-31
18541,688371,菲沃泰,34,2022-10-30,2022-10-31
18542,002080,中材科技,34,2022-10-28,2022-10-31
18543,301328,维峰电子,34,2022-10-27,2022-10-31
18544,688351,微电生理,34,2022-10-27,2022-10-31
18545,300036,超图软件,30,2022-10-31,2022-10-31
18546,002548,金新农,29,2022-10-30,2022-10-31
18547,688205,德科立,29,2022-10-26,2022-10-31
18548,002675,东诚药业,28,2022-10-30,2022-10-31
18549,300366,创意信息,28,2022-10-27,2022-10-31
18550,300031,宝通科技,24,2022-10-28,2022-10-31
18551,000930,中粮科技,23,2022-10-28,2022-10-31
18552,300993,玉马遮阳,23,2022-10-28,2022-10-31
18553,688075,安旭生物,23,2022-10-28,2022-10-31
18554,603809,豪能股份,23,2022-10-25,2022-10-31
18555,688700,东威科技,23,2022-10-13,2022-10-31
18556,688660,电气风电,23,2022-10-12,2022-10-31
18557,300634,彩讯股份,22,2022-10-27,2022-10-31
18558,600496,精工钢构,20,2022-10-28,2022-10-31
18559,603855,华荣股份,20,2022-10-28,2022-10-31
18560,688553,汇宇制药,20,2022-10-28,2022-10-31
18561,301039,中集车辆,20,2022-10-26,2022-10-31
18562,001228,永泰运,19,2022-10-28,2022-10-31
18563,300445,康斯特,19,2022-10-28,2022-10-31
18564,688579,山大地纬,19,2022-10-01,2022-10-31
18565,300008,天海防务,18,2022-10-30,2022-10-31
18566,002043,兔宝宝,18,2022-10-28,2022-10-31
18567,002541,鸿路钢构,18,2022-10-28,2022-10-31
18568,300757,罗博特科,18,2022-10-28,2022-10-31
18569,000988,华工科技,17,2022-10-31,2022-10-31
18570,002955,鸿合科技,17,2022-10-31,2022-10-31
18571,000959,首钢股份,17,2022-10-28,2022-10-31
18572,688368,晶丰明源,17,2022-10-14,2022-10-31
18573,603323,苏农银行,16,2022-10-28,2022-10-31
18574,300378,鼎捷软件,15,2022-10-28,2022-10-31
18575,301263,泰恩康,15,2022-10-28,2022-10-31
18576,688030,山石网科,15,2022-10-28,2022-10-31
18577,002865,钧达股份,14,2022-10-31,2022-10-31
18578,688680,海优新材,14,2022-10-29,2022-10-31
18579,000048,京基智农,13,2022-10-30,2022-10-31
18580,300993,玉马遮阳,13,2022-10-29,2022-10-31
18581,300179,四方达,13,2022-10-28,2022-10-31
18582,832491,奥迪威,13,2022-10-28,2022-10-31
18583,000553,安道麦A,13,2022-10-27,2022-10-31
18584,300839,博汇股份,13,2022-10-27,2022-10-31
18585,688030,山石网科,13,2022-10-27,2022-10-31
18586,000603,盛达资源,11,2022-10-31,2022-10-31
18587,002051,中工国际,11,2022-10-27,2022-10-31
18588,002541,鸿路钢构,11,2022-10-27,2022-10-31
18589,301338,凯格精机,11,2022-10-27,2022-10-31
18590,002176,江特电机,10,2022-10-28,2022-10-31
18591,003040,楚天龙,10,2022-10-28,2022-10-31
18592,300138,晨光生物,10,2022-10-27,2022-10-31
18593,300232,洲明科技,9,2022-10-28,2022-10-31
18594,300498,温氏股份,9,2022-10-27,2022-10-31
18595,002541,鸿路钢构,8,2022-10-29,2022-10-31
18596,001222,源飞宠物,8,2022-10-28,2022-10-31
18597,300898,熊猫乳品,8,2022-10-27,2022-10-31
18598,688700,东威科技,8,2022-10-20,2022-10-31
18599,000591,太阳能,7,2022-10-28,2022-10-31
18600,000792,盐湖股份,7,2022-10-28,2022-10-31
18601,000928,中钢国际,7,2022-10-28,2022-10-31
18602,002378,章源钨业,7,2022-10-28,2022-10-31
18603,002887,绿茵生态,7,2022-10-28,2022-10-31
18604,688409,富创精密,7,2022-10-28,2022-10-31
18605,688095,福昕软件,7,2022-10-27,2022-10-31
18606,300757,罗博特科,6,2022-10-31,2022-10-31
18607,688700,东威科技,6,2022-10-27,2022-10-31
18608,603383,顶点软件,6,2022-10-11,2022-10-31
18609,688002,睿创微纳,5,2022-10-31,2022-10-31
18610,300611,美力科技,5,2022-10-28,2022-10-31
18611,688192,迪哲医药,5,2022-10-14,2022-10-31
18612,002959,小熊电器,4,2022-10-28,2022-10-31
18613,300482,万孚生物,4,2022-10-28,2022-10-31
18614,688090,瑞松科技,4,2022-10-28,2022-10-31
18615,301159,三维天地,4,2022-10-27,2022-10-31
18616,603889,新澳股份,4,2022-10-26,2022-10-31
18617,603383,顶点软件,4,2022-10-13,2022-10-31
18618,688191,智洋创新,4,2022-10-12,2022-10-31
18619,603236,移远通信,4,2022-10-11,2022-10-31
18620,002349,精华制药,3,2022-10-31,2022-10-31
18621,300508,维宏股份,3,2022-10-31,2022-10-31
18622,300706,阿石创,3,2022-10-31,2022-10-31
18623,300470,中密控股,3,2022-10-28,2022-10-31
18624,830839,万通液压,3,2022-10-28,2022-10-31
18625,688368,晶丰明源,3,2022-10-17,2022-10-31
18626,603383,顶点软件,3,2022-10-12,2022-10-31
18627,002541,鸿路钢构,2,2022-10-31,2022-10-31
18628,001205,盛航股份,2,2022-10-30,2022-10-31
18629,002320,海峡股份,2,2022-10-28,2022-10-31
18630,002488,金固股份,2,2022-10-28,2022-10-31
18631,301163,宏德股份,2,2022-10-28,2022-10-31
18632,688660,电气风电,2,2022-10-28,2022-10-31
18633,688239,航宇科技,2,2022-10-19,2022-10-31
18634,688700,东威科技,2,2022-10-12,2022-10-31
18635,000762,西藏矿业,1,2022-10-31,2022-10-31
18636,605567,春雪食品,1,2022-10-31,2022-10-31
18637,832225,利通科技,1,2022-10-31,2022-10-31
18638,002312,川发龙蟒,1,2022-10-28,2022-10-31
18639,603551,奥普家居,1,2022-10-28,2022-10-31
18640,688700,东威科技,1,2022-10-28,2022-10-31
18641,300174,元力股份,1,2022-10-27,2022-10-31
18642,688516,奥特维,1,2022-10-23,2022-10-31
18643,688215,瑞晟智能,1,2022-10-21,2022-10-31
18644,688395,正弦电气,1,2022-10-21,2022-10-31
18645,300003,乐普医疗,264,2022-10-30,2022-10-30
18646,300636,同和药业,141,2022-10-28,2022-10-30
18647,002929,润建股份,112,2022-10-26,2022-10-30
18648,300674,宇信科技,101,2022-10-28,2022-10-30
18649,002385,大北农,95,2022-10-28,2022-10-30
18650,002532,天山铝业,78,2022-10-28,2022-10-30
18651,301035,润丰股份,62,2022-10-28,2022-10-30
18652,002458,益生股份,56,2022-10-28,2022-10-30
18653,000636,风华高科,51,2022-10-30,2022-10-30
18654,003005,竞业达,44,2022-10-28,2022-10-30
18655,002556,辉隆股份,44,2022-10-27,2022-10-30
18656,002082,万邦德,40,2022-10-28,2022-10-30
18657,002372,伟星新材,38,2022-10-28,2022-10-30
18658,002082,万邦德,34,2022-10-27,2022-10-30
18659,002230,科大讯飞,30,2022-10-29,2022-10-30
18660,002908,德生科技,29,2022-10-21,2022-10-30
18661,002459,晶澳科技,28,2022-10-28,2022-10-30
18662,000906,浙商中拓,25,2022-10-30,2022-10-30
18663,300595,欧普康视,25,2022-10-28,2022-10-30
18664,002955,鸿合科技,23,2022-10-30,2022-10-30
18665,300494,盛天网络,23,2022-10-27,2022-10-30
18666,002985,北摩高科,20,2022-10-28,2022-10-30
18667,301009,可靠股份,18,2022-10-27,2022-10-30
18668,300494,盛天网络,16,2022-10-25,2022-10-30
18669,300973,立高食品,14,2022-10-27,2022-10-30
18670,300571,平治信息,11,2022-10-27,2022-10-30
18671,301080,百普赛斯,11,2022-10-26,2022-10-30
18672,300571,平治信息,10,2022-10-26,2022-10-30
18673,003019,宸展光电,6,2022-10-30,2022-10-30
18674,300838,浙江力诺,2,2022-10-27,2022-10-30
18675,300124,汇川技术,1,2022-10-27,2022-10-30
18676,002415,海康威视,294,2022-10-29,2022-10-29
18677,002603,以岭药业,103,2022-10-28,2022-10-29
18678,002372,伟星新材,83,2022-10-28,2022-10-29
18679,002003,伟星股份,76,2022-10-28,2022-10-29
18680,002791,坚朗五金,51,2022-10-27,2022-10-29
18681,301268,铭利达,45,2022-10-27,2022-10-29
18682,300138,晨光生物,21,2022-10-27,2022-10-29
18683,002327,富安娜,18,2022-10-28,2022-10-29
18684,001313,粤海饲料,18,2022-10-26,2022-10-29
18685,300691,联合光电,14,2022-10-28,2022-10-29
18686,002978,安宁股份,4,2022-10-26,2022-10-29
18687,301326,捷邦科技,3,2022-10-27,2022-10-29
18688,300218,安利股份,2,2022-10-27,2022-10-29
18689,300760,迈瑞医疗,392,2022-10-11,2022-10-28
18690,603605,珀莱雅,317,2022-10-28,2022-10-28
18691,002410,广联达,237,2022-10-27,2022-10-28
18692,002837,英维克,198,2022-10-26,2022-10-28
18693,000516,国际医学,196,2022-10-27,2022-10-28
18694,002841,视源股份,162,2022-10-27,2022-10-28
18695,301349,信德新材,148,2022-10-26,2022-10-28
18696,000661,长春高新,142,2022-10-28,2022-10-28
18697,002436,兴森科技,140,2022-10-27,2022-10-28
18698,300203,聚光科技,140,2022-10-27,2022-10-28
18699,002074,国轩高科,135,2022-10-27,2022-10-28
18700,300679,电连技术,129,2022-10-26,2022-10-28
18701,688293,奥浦迈,117,2022-10-27,2022-10-28
18702,688396,华润微,115,2022-10-27,2022-10-28
18703,300171,东富龙,111,2022-10-28,2022-10-28
18704,300700,岱勒新材,107,2022-10-25,2022-10-28
18705,300357,我武生物,93,2022-10-26,2022-10-28
18706,002937,兴瑞科技,89,2022-10-27,2022-10-28
18707,002938,鹏鼎控股,89,2022-10-27,2022-10-28
18708,300212,易华录,87,2022-10-26,2022-10-28
18709,002139,拓邦股份,84,2022-10-27,2022-10-28
18710,002727,一心堂,77,2022-10-28,2022-10-28
18711,300623,捷捷微电,74,2022-10-26,2022-10-28
18712,300623,捷捷微电,73,2022-10-27,2022-10-28
18713,301239,普瑞眼科,73,2022-10-27,2022-10-28
18714,002050,三花智控,72,2022-10-27,2022-10-28
18715,003029,吉大正元,72,2022-10-27,2022-10-28
18716,300740,水羊股份,71,2022-10-27,2022-10-28
18717,300986,志特新材,69,2022-10-27,2022-10-28
18718,300768,迪普科技,64,2022-10-26,2022-10-28
18719,300845,捷安高科,63,2022-10-26,2022-10-28
18720,300806,斯迪克,62,2022-10-26,2022-10-28
18721,002191,劲嘉股份,61,2022-10-27,2022-10-28
18722,300136,信维通信,61,2022-10-27,2022-10-28
18723,300824,北鼎股份,59,2022-10-27,2022-10-28
18724,301162,国能日新,59,2022-10-27,2022-10-28
18725,300337,银邦股份,59,2022-10-26,2022-10-28
18726,300627,华测导航,58,2022-10-26,2022-10-28
18727,002332,仙琚制药,56,2022-10-27,2022-10-28
18728,300835,龙磁科技,47,2022-10-27,2022-10-28
18729,300759,康龙化成,45,2022-10-28,2022-10-28
18730,002850,科达利,45,2022-10-27,2022-10-28
18731,002407,多氟多,43,2022-10-28,2022-10-28
18732,002100,天康生物,42,2022-10-27,2022-10-28
18733,301129,瑞纳智能,38,2022-10-24,2022-10-28
18734,002009,天奇股份,37,2022-10-26,2022-10-28
18735,301302,华如科技,36,2022-10-27,2022-10-28
18736,002967,广电计量,33,2022-10-26,2022-10-28
18737,300109,新开源,30,2022-10-28,2022-10-28
18738,300179,四方达,29,2022-10-27,2022-10-28
18739,301096,百诚医药,28,2022-10-25,2022-10-28
18740,301166,优宁维,27,2022-10-28,2022-10-28
18741,300577,开润股份,27,2022-10-27,2022-10-28
18742,002273,水晶光电,27,2022-10-26,2022-10-28
18743,300206,理邦仪器,26,2022-10-26,2022-10-28
18744,300791,仙乐健康,26,2022-10-26,2022-10-28
18745,300219,鸿利智汇,25,2022-10-27,2022-10-28
18746,300978,东箭科技,25,2022-10-26,2022-10-28
18747,000988,华工科技,24,2022-10-28,2022-10-28
18748,603833,欧派家居,23,2022-10-28,2022-10-28
18749,603160,汇顶科技,23,2022-10-27,2022-10-28
18750,301033,迈普医学,21,2022-10-28,2022-10-28
18751,300286,安科瑞,21,2022-10-27,2022-10-28
18752,688102,斯瑞新材,20,2022-10-01,2022-10-28
18753,603676,卫信康,19,2022-10-27,2022-10-28
18754,688238,和元生物,19,2022-09-21,2022-10-28
18755,002281,光迅科技,17,2022-10-27,2022-10-28
18756,833509,同惠电子,17,2022-10-27,2022-10-28
18757,688238,和元生物,17,2022-09-06,2022-10-28
18758,300622,博士眼镜,16,2022-10-28,2022-10-28
18759,002635,安洁科技,16,2022-10-27,2022-10-28
18760,001201,东瑞股份,15,2022-10-28,2022-10-28
18761,002969,嘉美包装,15,2022-10-27,2022-10-28
18762,002661,克明食品,15,2022-10-26,2022-10-28
18763,300303,聚飞光电,13,2022-10-28,2022-10-28
18764,300705,九典制药,13,2022-10-28,2022-10-28
18765,002419,天虹股份,13,2022-10-27,2022-10-28
18766,300054,鼎龙股份,13,2022-10-27,2022-10-28
18767,688313,仕佳光子,13,2022-10-25,2022-10-28
18768,301161,唯万密封,12,2022-10-27,2022-10-28
18769,002536,飞龙股份,11,2022-10-28,2022-10-28
18770,301017,漱玉平民,11,2022-10-28,2022-10-28
18771,300034,钢研高纳,11,2022-10-27,2022-10-28
18772,300852,四会富仕,11,2022-10-27,2022-10-28
18773,300113,顺网科技,10,2022-10-28,2022-10-28
18774,831961,创远信科,10,2022-10-28,2022-10-28
18775,300634,彩讯股份,10,2022-10-26,2022-10-28
18776,835185,贝特瑞,9,2022-10-28,2022-10-28
18777,300693,盛弘股份,9,2022-10-26,2022-10-28
18778,002520,日发精机,8,2022-10-28,2022-10-28
18779,000513,丽珠集团,8,2022-10-27,2022-10-28
18780,002518,科士达,8,2022-10-27,2022-10-28
18781,002641,公元股份,8,2022-10-27,2022-10-28
18782,300438,鹏辉能源,8,2022-10-27,2022-10-28
18783,301208,中亦科技,8,2022-10-27,2022-10-28
18784,002643,万润股份,7,2022-10-28,2022-10-28
18785,002466,天齐锂业,6,2022-10-28,2022-10-28
18786,000895,双汇发展,6,2022-10-27,2022-10-28
18787,301369,联动科技,6,2022-10-26,2022-10-28
18788,688238,和元生物,6,2022-09-09,2022-10-28
18789,002202,金风科技,5,2022-10-27,2022-10-28
18790,003816,中国广核,5,2022-10-27,2022-10-28
18791,000498,山东路桥,4,2022-10-28,2022-10-28
18792,300725,药石科技,4,2022-10-26,2022-10-28
18793,688238,和元生物,4,2022-09-02,2022-10-28
18794,002572,索菲亚,3,2022-10-28,2022-10-28
18795,300142,沃森生物,3,2022-10-28,2022-10-28
18796,300862,蓝盾光电,3,2022-10-27,2022-10-28
18797,301286,侨源股份,3,2022-10-27,2022-10-28
18798,300296,利亚德,3,2022-10-26,2022-10-28
18799,688115,思林杰,3,2022-09-28,2022-10-28
18800,688238,和元生物,3,2022-09-23,2022-10-28
18801,002650,加加食品,2,2022-10-28,2022-10-28
18802,300801,泰和科技,2,2022-10-28,2022-10-28
18803,000600,建投能源,2,2022-10-27,2022-10-28
18804,003016,欣贺股份,2,2022-10-27,2022-10-28
18805,301093,华兰股份,2,2022-10-26,2022-10-28
18806,301197,工大科雅,2,2022-10-21,2022-10-28
18807,603396,金辰股份,2,2022-10-13,2022-10-28
18808,688238,和元生物,2,2022-09-30,2022-10-28
18809,688388,嘉元科技,2,2022-09-29,2022-10-28
18810,688238,和元生物,2,2022-09-22,2022-10-28
18811,688238,和元生物,2,2022-09-16,2022-10-28
18812,688238,和元生物,2,2022-09-07,2022-10-28
18813,300932,三友联众,1,2022-10-27,2022-10-28
18814,300109,新开源,1,2022-10-26,2022-10-28
18815,002050,三花智控,319,2022-10-26,2022-10-27
18816,300260,新莱应材,304,2022-10-26,2022-10-27
18817,300428,立中集团,301,2022-10-26,2022-10-27
18818,000963,华东医药,241,2022-10-26,2022-10-27
18819,300498,温氏股份,212,2022-10-26,2022-10-27
18820,300699,光威复材,205,2022-10-25,2022-10-27
18821,300607,拓斯达,184,2022-10-25,2022-10-27
18822,300119,瑞普生物,166,2022-10-25,2022-10-27
18823,002997,瑞鹄模具,159,2022-10-25,2022-10-27
18824,002853,皮阿诺,148,2022-10-24,2022-10-27
18825,603713,密尔克卫,146,2022-10-25,2022-10-27
18826,002166,莱茵生物,133,2022-10-25,2022-10-27
18827,601231,环旭电子,121,2022-10-26,2022-10-27
18828,002801,微光股份,118,2022-10-26,2022-10-27
18829,300179,四方达,114,2022-10-26,2022-10-27
18830,300567,精测电子,114,2022-10-26,2022-10-27
18831,300888,稳健医疗,114,2022-10-25,2022-10-27
18832,300332,天壕能源,104,2022-10-26,2022-10-27
18833,300593,新雷能,102,2022-10-26,2022-10-27
18834,002463,沪电股份,89,2022-10-26,2022-10-27
18835,300146,汤臣倍健,84,2022-10-26,2022-10-27
18836,300566,激智科技,81,2022-10-27,2022-10-27
18837,002840,华统股份,74,2022-10-26,2022-10-27
18838,002966,苏州银行,74,2022-10-25,2022-10-27
18839,300002,神州泰岳,74,2022-10-25,2022-10-27
18840,300083,创世纪,65,2022-10-26,2022-10-27
18841,300911,亿田智能,65,2022-10-26,2022-10-27
18842,000738,航发控制,64,2022-10-26,2022-10-27
18843,000546,ST金圆,62,2022-10-27,2022-10-27
18844,603456,九洲药业,62,2022-10-26,2022-10-27
18845,000821,京山轻机,61,2022-10-26,2022-10-27
18846,301193,家联科技,59,2022-10-27,2022-10-27
18847,300036,超图软件,57,2022-10-26,2022-10-27
18848,300470,中密控股,57,2022-10-26,2022-10-27
18849,300009,安科生物,55,2022-10-26,2022-10-27
18850,000708,中信特钢,55,2022-10-25,2022-10-27
18851,300702,天宇股份,54,2022-10-26,2022-10-27
18852,002674,兴业科技,53,2022-10-25,2022-10-27
18853,002726,龙大美食,52,2022-10-26,2022-10-27
18854,300075,数字政通,51,2022-10-26,2022-10-27
18855,300776,帝尔激光,48,2022-10-26,2022-10-27
18856,002511,中顺洁柔,48,2022-10-25,2022-10-27
18857,002807,江阴银行,46,2022-10-26,2022-10-27
18858,002661,克明食品,45,2022-10-25,2022-10-27
18859,002293,罗莱生活,41,2022-10-26,2022-10-27
18860,002132,恒星科技,41,2022-10-25,2022-10-27
18861,301011,华立科技,40,2022-10-26,2022-10-27
18862,300548,博创科技,40,2022-10-25,2022-10-27
18863,002270,华明装备,38,2022-10-25,2022-10-27
18864,603317,天味食品,37,2022-10-26,2022-10-27
18865,300537,广信材料,34,2022-10-27,2022-10-27
18866,300456,赛微电子,28,2022-10-26,2022-10-27
18867,300365,恒华科技,25,2022-10-27,2022-10-27
18868,300529,健帆生物,24,2022-10-27,2022-10-27
18869,002233,塔牌集团,24,2022-10-26,2022-10-27
18870,002430,杭氧股份,24,2022-10-25,2022-10-27
18871,300207,欣旺达,23,2022-10-27,2022-10-27
18872,000831,中国稀土,17,2022-10-27,2022-10-27
18873,300226,上海钢联,17,2022-10-26,2022-10-27
18874,300463,迈克生物,16,2022-10-25,2022-10-27
18875,300592,华凯易佰,13,2022-10-26,2022-10-27
18876,301191,菲菱科思,12,2022-10-25,2022-10-27
18877,300486,东杰智能,11,2022-10-26,2022-10-27
18878,603936,博敏电子,11,2022-10-25,2022-10-27
18879,002637,赞宇科技,9,2022-10-27,2022-10-27
18880,300763,锦浪科技,9,2022-10-27,2022-10-27
18881,300803,指南针,9,2022-10-27,2022-10-27
18882,002430,杭氧股份,9,2022-10-26,2022-10-27
18883,300676,华大基因,9,2022-10-26,2022-10-27
18884,000999,华润三九,9,2022-10-25,2022-10-27
18885,301055,张小泉,8,2022-10-26,2022-10-27
18886,300598,诚迈科技,7,2022-10-27,2022-10-27
18887,300628,亿联网络,6,2022-10-27,2022-10-27
18888,603060,国检集团,6,2022-10-26,2022-10-27
18889,300755,华致酒行,6,2022-10-25,2022-10-27
18890,300274,阳光电源,5,2022-10-26,2022-10-27
18891,300363,博腾股份,5,2022-10-26,2022-10-27
18892,002167,东方锆业,5,2022-10-25,2022-10-27
18893,300870,欧陆通,4,2022-10-26,2022-10-27
18894,300718,长盛轴承,4,2022-10-25,2022-10-27
18895,002163,海南发展,2,2022-10-26,2022-10-27
18896,002279,久其软件,1,2022-10-27,2022-10-27
18897,002668,奥马电器,1,2022-10-27,2022-10-27
18898,300016,北陆药业,1,2022-10-27,2022-10-27
18899,300129,泰胜风能,1,2022-10-27,2022-10-27
18900,300371,汇中股份,1,2022-10-27,2022-10-27
18901,300441,鲍斯股份,1,2022-10-26,2022-10-27
18902,688076,诺泰生物,1,2022-10-26,2022-10-27
18903,688425,铁建重工,1,2022-10-25,2022-10-27
18904,603279,景津装备,1,2022-09-01,2022-10-27
18905,300496,中科创达,304,2022-10-25,2022-10-26
18906,300633,开立医疗,277,2022-10-25,2022-10-26
18907,300487,蓝晓科技,241,2022-10-25,2022-10-26
18908,300316,晶盛机电,235,2022-10-25,2022-10-26
18909,688139,海尔生物,234,2022-10-24,2022-10-26
18910,000100,TCL科技,218,2022-10-25,2022-10-26
18911,003000,劲仔食品,210,2022-10-24,2022-10-26
18912,002648,卫星化学,198,2022-10-25,2022-10-26
18913,688270,臻镭科技,175,2022-10-24,2022-10-26
18914,300394,天孚通信,154,2022-10-24,2022-10-26
18915,300634,彩讯股份,132,2022-10-22,2022-10-26
18916,300358,楚天科技,124,2022-10-25,2022-10-26
18917,300630,普利制药,93,2022-10-25,2022-10-26
18918,300894,火星人,80,2022-10-25,2022-10-26
18919,300955,嘉亨家化,74,2022-10-25,2022-10-26
18920,300928,华安鑫创,67,2022-10-25,2022-10-26
18921,002918,蒙娜丽莎,63,2022-10-26,2022-10-26
18922,002294,信立泰,47,2022-10-25,2022-10-26
18923,300229,拓尔思,47,2022-10-25,2022-10-26
18924,300803,指南针,45,2022-10-26,2022-10-26
18925,002032,苏泊尔,42,2022-10-25,2022-10-26
18926,300109,新开源,37,2022-10-25,2022-10-26
18927,300409,道氏技术,35,2022-10-25,2022-10-26
18928,600728,佳都科技,33,2022-10-11,2022-10-26
18929,300853,申昊科技,32,2022-10-26,2022-10-26
18930,002782,可立克,31,2022-10-26,2022-10-26
18931,300457,赢合科技,31,2022-10-26,2022-10-26
18932,300848,美瑞新材,28,2022-10-26,2022-10-26
18933,002301,齐心集团,26,2022-10-24,2022-10-26
18934,688195,腾景科技,26,2022-09-01,2022-10-26
18935,300772,运达股份,25,2022-10-25,2022-10-26
18936,300850,新强联,25,2022-10-25,2022-10-26
18937,603898,好莱客,25,2022-10-25,2022-10-26
18938,300848,美瑞新材,24,2022-10-25,2022-10-26
18939,300691,联合光电,23,2022-10-25,2022-10-26
18940,300494,盛天网络,22,2022-10-24,2022-10-26
18941,300268,*ST佳沃,19,2022-10-26,2022-10-26
18942,002028,思源电气,17,2022-10-25,2022-10-26
18943,300109,新开源,12,2022-10-26,2022-10-26
18944,002384,东山精密,12,2022-10-25,2022-10-26
18945,000895,双汇发展,10,2022-10-25,2022-10-26
18946,301168,通灵股份,10,2022-10-25,2022-10-26
18947,300653,正海生物,7,2022-10-25,2022-10-26
18948,002860,星帅尔,3,2022-10-26,2022-10-26
18949,300196,长海股份,3,2022-10-25,2022-10-26
18950,600419,天润乳业,3,2022-10-21,2022-10-26
18951,002572,索菲亚,2,2022-10-25,2022-10-26
18952,002792,通宇通讯,1,2022-10-26,2022-10-26
18953,300240,飞力达,1,2022-10-25,2022-10-26
18954,300786,国林科技,1,2022-10-25,2022-10-26
18955,300956,英力股份,1,2022-10-25,2022-10-26
18956,002738,中矿资源,345,2022-10-23,2022-10-25
18957,002472,双环传动,277,2022-10-21,2022-10-25
18958,002311,海大集团,167,2022-10-21,2022-10-25
18959,002223,鱼跃医疗,143,2022-10-25,2022-10-25
18960,688313,仕佳光子,131,2022-10-21,2022-10-25
18961,001308,康冠科技,106,2022-10-24,2022-10-25
18962,688088,虹软科技,66,2022-09-28,2022-10-25
18963,300761,立华股份,63,2022-10-25,2022-10-25
18964,300532,今天国际,59,2022-10-25,2022-10-25
18965,003006,百亚股份,58,2022-10-24,2022-10-25
18966,300396,迪瑞医疗,48,2022-10-25,2022-10-25
18967,300803,指南针,36,2022-10-25,2022-10-25
18968,002683,广东宏大,32,2022-10-24,2022-10-25
18969,300162,雷曼光电,28,2022-10-25,2022-10-25
18970,002661,克明食品,20,2022-10-24,2022-10-25
18971,600987,航民股份,18,2022-10-24,2022-10-25
18972,300109,新开源,14,2022-10-24,2022-10-25
18973,002714,牧原股份,13,2022-10-24,2022-10-25
18974,600763,通策医疗,9,2022-10-24,2022-10-25
18975,300109,新开源,8,2022-10-25,2022-10-25
18976,300223,北京君正,8,2022-10-24,2022-10-25
18977,001215,千味央厨,7,2022-10-25,2022-10-25
18978,002912,中新赛克,6,2022-10-21,2022-10-25
18979,688217,睿昂基因,2,2022-10-20,2022-10-25
18980,000727,冠捷科技,1,2022-10-25,2022-10-25
18981,002478,常宝股份,1,2022-10-24,2022-10-25
18982,688217,睿昂基因,1,2022-10-12,2022-10-25
18983,688005,容百科技,571,2022-10-20,2022-10-24
18984,688180,君实生物,181,2022-10-10,2022-10-24
18985,603889,新澳股份,135,2022-10-18,2022-10-24
18986,603668,天马科技,103,2022-10-21,2022-10-24
18987,688337,普源精电,98,2022-08-31,2022-10-24
18988,301129,瑞纳智能,94,2022-10-20,2022-10-24
18989,300638,广和通,53,2022-10-21,2022-10-24
18990,002624,完美世界,41,2022-10-21,2022-10-24
18991,300681,英搏尔,30,2022-10-24,2022-10-24
18992,300494,盛天网络,27,2022-10-23,2022-10-24
18993,300595,欧普康视,24,2022-10-21,2022-10-24
18994,600987,航民股份,19,2022-10-21,2022-10-24
18995,603668,天马科技,14,2022-10-14,2022-10-24
18996,002056,横店东磁,13,2022-10-20,2022-10-24
18997,002773,康弘药业,13,2022-10-20,2022-10-24
18998,002518,科士达,12,2022-10-22,2022-10-24
18999,300366,创意信息,11,2022-10-18,2022-10-24
19000,600350,山东高速,3,2022-10-23,2022-10-24
19001,300440,运达科技,3,2022-10-21,2022-10-24
19002,603668,天马科技,2,2022-09-29,2022-10-24
19003,002498,汉缆股份,1,2022-10-24,2022-10-24
19004,300845,捷安高科,1,2022-10-21,2022-10-24
19005,000999,华润三九,1,2022-10-20,2022-10-24
19006,603668,天马科技,1,2022-10-10,2022-10-24
19007,000001,平安银行,1,2022-09-13,2022-10-24
19008,000001,平安银行,1,2022-09-01,2022-10-24
